name,mana_cost,cmc,type_line,power,toughness,colors,color_identity,produced_mana
Armor Sliver,{2}{W},3.0,Creature — Sliver,2,2,['W'],['W'],
Twisted Abomination,{5}{B},6.0,Creature — Zombie Mutant,5,3,['B'],['B'],
Tolarian Kraken,{4}{U}{U},6.0,Creature — Kraken,4,6,['U'],['U'],
"Oros, the Avenger",{3}{R}{W}{B},6.0,Legendary Creature — Dragon,6,6,"['B', 'R', 'W']","['B', 'R', 'W']",
Tawnos's Coffin,{4},4.0,Artifact,,,[],[],
Evolutionary Leap,{1}{G},2.0,Enchantment,,,['G'],['G'],
High Tide,{U},1.0,Instant,,,['U'],['U'],['U']
Akroma's Will,{3}{W},4.0,Instant,,,['W'],['W'],
Savage Lands,,0.0,Land,,,[],"['B', 'G', 'R']","['B', 'G', 'R']"
Campaign of Vengeance,{3}{W}{B},5.0,Enchantment,,,"['B', 'W']","['B', 'W']",
Relic of Progenitus,{1},1.0,Artifact,,,[],[],
Tales of the Ancestors,{3}{U},4.0,Sorcery,,,['U'],['U'],
"Oros, the Avenger",{3}{R}{W}{B},6.0,Legendary Creature — Dragon,6,6,"['B', 'R', 'W']","['B', 'R', 'W']",
Gore Vassal,{2}{W},3.0,Creature — Phyrexian Dog,2,1,['W'],['W'],
Lathnu Sailback,{4}{R},5.0,Creature — Lizard,5,4,['R'],['R'],
Dauthi Slayer,{B}{B},2.0,Creature — Dauthi Soldier,2,2,['B'],['B'],
Control Magic,{2}{U}{U},4.0,Enchantment — Aura,,,['U'],['U'],
Hallowed Fountain,,0.0,Land — Plains Island,,,[],"['U', 'W']","['U', 'W']"
Rumbling Baloth,{2}{G}{G},4.0,Creature — Beast,4,4,['G'],['G'],
Smallpox,{B}{B},2.0,Sorcery,,,['B'],['B'],
Gaea's Cradle,,0.0,Legendary Land,,,[],['G'],['G']
Thunder Brute,{4}{R}{R},6.0,Creature — Cyclops,5,5,['R'],['R'],
Gate to the Aether,{6},6.0,Artifact,,,[],[],
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
Nimble Innovator,{3}{U},4.0,Creature — Vedalken Artificer,2,2,['U'],['U'],
"Sorin, Grim Nemesis",{4}{W}{B},6.0,Legendary Planeswalker — Sorin,,,"['B', 'W']","['B', 'W']",
Nether Shadow,{B}{B},2.0,Creature — Spirit,1,1,['B'],['B'],
Djinn Illuminatus,{5}{U/R}{U/R},7.0,Creature — Djinn,3,5,"['R', 'U']","['R', 'U']",
Sun-Crested Pterodon,{4}{W},5.0,Creature — Dinosaur,2,5,['W'],['W'],
Rosethorn Acolyte // Seasonal Ritual,{2}{G} // {G},3.0,Creature — Elf Druid // Sorcery — Adventure,2,3,['G'],['G'],"['B', 'G', 'R', 'U', 'W']"
Sword of Kaldra,{4},4.0,Legendary Artifact — Equipment,,,[],[],
Flashfires,{3}{R},4.0,Sorcery,,,['R'],['R'],
Mind Flayer,{3}{U}{U},5.0,Creature — Horror,3,3,['U'],['U'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
Sparkhunter Masticore,{3},3.0,Artifact Creature — Masticore,3,4,[],[],
Tolarian Entrancer,{1}{U},2.0,Creature — Human Wizard,1,1,['U'],['U'],
Traveler's Cloak,{2}{U},3.0,Enchantment — Aura,,,['U'],['U'],
Ghor-Clan Rampager,{2}{R}{G},4.0,Creature — Beast,4,4,"['G', 'R']","['G', 'R']",
Swarm of Bloodflies,{4}{B},5.0,Creature — Insect,0,0,['B'],['B'],
Rock Hydra,{X}{R}{R},2.0,Creature — Hydra,0,0,['R'],['R'],
Fractured Sanity,{U}{U}{U},3.0,Sorcery,,,['U'],['U'],
Vantress Gargoyle,{1}{U},2.0,Artifact Creature — Gargoyle,5,4,['U'],['U'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Suffocating Blast,{1}{U}{U}{R},4.0,Instant,,,"['R', 'U']","['R', 'U']",
Swiftblade Vindicator,{R}{W},2.0,Creature — Human Soldier,1,1,"['R', 'W']","['R', 'W']",
Phantom Monster,{3}{U},4.0,Creature — Illusion,3,3,['U'],['U'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Professor Onyx,{4}{B}{B},6.0,Legendary Planeswalker — Liliana,,,['B'],['B'],
Restoration Angel,{3}{W},4.0,Creature — Angel,3,4,['W'],['W'],
Scragnoth,{4}{G},5.0,Creature — Beast,3,4,['G'],['G'],
Visitor from Planet Q,{1}{U},2.0,Instant Creature — Alien,0,4,['U'],['U'],
Quirion Trailblazer,{3}{G},4.0,Creature — Elf Scout,1,2,['G'],['G'],
Rattleclaw Mystic,{1}{G},2.0,Creature — Human Shaman,2,1,['G'],"['G', 'R', 'U']","['G', 'R', 'U']"
Lignify,{1}{G},2.0,Tribal Enchantment — Treefolk Aura,,,['G'],['G'],
Guardian Angel,{X}{W},1.0,Instant,,,['W'],['W'],
Mogg Fanatic,{R},1.0,Creature — Goblin,1,1,['R'],['R'],
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Terramorphic Expanse,,0.0,Land,,,[],[],
Elvish Hexhunter,{G/W},1.0,Creature — Elf Shaman,1,1,"['G', 'W']","['G', 'W']",
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Vivid Marsh,,0.0,Land,,,[],['B'],"['B', 'G', 'R', 'U', 'W']"
Burrowing,{R},1.0,Enchantment — Aura,,,['R'],['R'],
Obelisk of Grixis,{3},3.0,Artifact,,,[],"['B', 'R', 'U']","['B', 'R', 'U']"
Celestial Unicorn,{2}{W},3.0,Creature — Unicorn,3,2,['W'],['W'],
Sphinx's Revelation,{X}{W}{U}{U},3.0,Instant,,,"['U', 'W']","['U', 'W']",
Swarm Intelligence,{6}{U},7.0,Enchantment,,,['U'],['U'],
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
Benalish Knight,{2}{W},3.0,Creature — Human Knight,2,2,['W'],['W'],
Paul McCabe Decklist,,0.0,Card,,,[],[],
Ornery Dilophosaur,{3}{G},4.0,Creature — Dinosaur,2,2,['G'],['G'],
Vizzerdrix,{6}{U},7.0,Creature — Rabbit Beast,6,6,['U'],['U'],
"Tamiyo, Field Researcher Emblem",,0.0,Emblem — Tamiyo,,,[],[],
Containment Priest,{1}{W},2.0,Creature — Human Cleric,2,2,['W'],['W'],
Inkmoth Nexus,,0.0,Land,,,[],[],['C']
Ral's Vanguard,,0.0,Vanguard,,,[],[],
Talrand's Invocation,{2}{U}{U},4.0,Sorcery,,,['U'],['U'],
Squad Commander,{3}{W},4.0,Creature — Kor Warrior,3,3,['W'],['W'],
Dusk Charger,{3}{B},4.0,Creature — Horse,3,3,['B'],['B'],
Sly Requisitioner,{4}{B},5.0,Creature — Human Artificer,2,2,['B'],['B'],
"Valakut, the Molten Pinnacle",,0.0,Land,,,[],['R'],['R']
Feral Invocation,{2}{G},3.0,Enchantment — Aura,,,['G'],['G'],
Bloodshot Trainee,{3}{R},4.0,Creature — Goblin Warrior,2,3,['R'],['R'],
Stormbind,{1}{R}{G},3.0,Enchantment,,,"['G', 'R']","['G', 'R']",
Countless Gears Renegade,{1}{W},2.0,Creature — Dwarf Artificer,2,2,['W'],['W'],
"Hanna, Ship's Navigator",{1}{W}{U},3.0,Legendary Creature — Human Artificer,1,2,"['U', 'W']","['U', 'W']",
Burning Wish,{1}{R},2.0,Sorcery,,,['R'],['R'],
Mire's Malice,{3}{B},4.0,Sorcery,,,['B'],['B'],
Sever Soul,{3}{B}{B},5.0,Sorcery,,,['B'],['B'],
Cartouche of Ambition,{2}{B},3.0,Enchantment — Aura Cartouche,,,['B'],['B'],
Immolating Glare,{1}{W},2.0,Instant,,,['W'],['W'],
Grand Coliseum,,0.0,Land,,,[],[],"['B', 'C', 'G', 'R', 'U', 'W']"
Chariot of Victory,{3},3.0,Artifact — Equipment,,,[],[],
Stormfront Pegasus,{1}{W},2.0,Creature — Pegasus,2,1,['W'],['W'],
Runic Armasaur,{1}{G}{G},3.0,Creature — Dinosaur,2,5,['G'],['G'],
Bristling Boar,{3}{G},4.0,Creature — Boar,4,3,['G'],['G'],
Cultivator of Blades,{3}{G}{G},5.0,Creature — Elf Artificer,1,1,['G'],['G'],
Basri's Solidarity,{1}{W},2.0,Sorcery,,,['W'],['W'],
Braidwood Cup,{3},3.0,Artifact,,,[],[],
Time Sieve,{U}{B},2.0,Artifact,,,"['B', 'U']","['B', 'U']",
Chromatic Star,{1},1.0,Artifact,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Tempest Efreet,{1}{R}{R}{R},4.0,Creature — Efreet,3,3,['R'],['R'],
Lord of Atlantis,{U}{U},2.0,Creature — Merfolk,2,2,['U'],['U'],
Cloudshift,{W},1.0,Instant,,,['W'],['W'],
Hyena Umbra,{W},1.0,Enchantment — Aura,,,['W'],['W'],
Mythos of Nethroi,{2}{B},3.0,Instant,,,['B'],"['B', 'G', 'W']",
Gustcloak Skirmisher,{3}{W},4.0,Creature — Bird Soldier,2,3,['W'],['W'],
Authority of the Consuls,{W},1.0,Enchantment,,,['W'],['W'],
Daemogoth Titan,{B/G}{B/G}{B/G}{B/G},4.0,Creature — Demon,11,10,"['B', 'G']","['B', 'G']",
Daybreak Chaplain,{1}{W},2.0,Creature — Human Cleric,1,3,['W'],['W'],
Syphon Soul,{2}{B},3.0,Sorcery,,,['B'],['B'],
Slippery Bogbonder,{3}{G},4.0,Creature — Human Druid,3,3,['G'],['G'],
Library of Leng,{1},1.0,Artifact,,,[],[],
Wall of Brambles,{2}{G},3.0,Creature — Plant Wall,2,3,['G'],['G'],
"Tamiyo, Collector of Tales",{2}{G}{U},4.0,Legendary Planeswalker — Tamiyo,,,"['G', 'U']","['G', 'U']",
Azorius Skyguard,{4}{W}{U},6.0,Creature — Human Knight,3,3,"['U', 'W']","['U', 'W']",
Karmic Justice,{2}{W},3.0,Enchantment,,,['W'],['W'],
Pithing Needle,{1},1.0,Artifact,,,[],[],
Chandra's Regulator,{1}{R},2.0,Legendary Artifact,,,['R'],['R'],
Tunnel Ignus,{1}{R},2.0,Creature — Elemental,2,1,['R'],['R'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Thragtusk,{4}{G},5.0,Creature — Beast,5,3,['G'],['G'],
Wasteland,,0.0,Land,,,[],[],['C']
Raugrin Triome,,0.0,Land — Island Mountain Plains,,,[],"['R', 'U', 'W']","['R', 'U', 'W']"
Hagra Diabolist,{4}{B},5.0,Creature — Ogre Shaman Ally,3,2,['B'],['B'],
Dueling Rapier,{R},1.0,Artifact — Equipment,,,['R'],['R'],
Clever Lumimancer // Clever Lumimancer,,0.0,Card // Card,,,,[],
Rampant Growth,{1}{G},2.0,Sorcery,,,['G'],['G'],
Thought Reflection,{4}{U}{U}{U},7.0,Enchantment,,,['U'],['U'],
Beast,,0.0,Token Creature — Beast,4,4,['G'],['G'],
"Rith, the Awakener",{3}{R}{G}{W},6.0,Legendary Creature — Dragon,6,6,"['G', 'R', 'W']","['G', 'R', 'W']",
Door to Nothingness,{5},5.0,Artifact,,,[],"['B', 'G', 'R', 'U', 'W']",
Ixidron,{3}{U}{U},5.0,Creature — Illusion,*,*,['U'],['U'],
Fertile Thicket,,0.0,Land,,,[],['G'],['G']
Crypt Sliver,{1}{B},2.0,Creature — Sliver,1,1,['B'],['B'],
King Narfi's Betrayal,{1}{U}{B},3.0,Enchantment — Saga,,,"['B', 'U']","['B', 'U']",
"Mangara, the Diplomat",{3}{W},4.0,Legendary Creature — Human Cleric,2,4,['W'],['W'],
Erratic Cyclops,{3}{R},4.0,Creature — Cyclops Shaman,0,8,['R'],['R'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Tragic Slip,{B},1.0,Instant,,,['B'],['B'],
Rushwood Grove,,0.0,Land,,,[],['G'],['G']
Lotus-Eye Mystics,{3}{W},4.0,Creature — Human Monk,3,2,['W'],['W'],
Wicked Akuba,{B}{B},2.0,Creature — Spirit,2,2,['B'],['B'],
Stormfront Riders,{4}{W},5.0,Creature — Human Soldier,4,3,['W'],['W'],
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Goblin Balloon Brigade,{R},1.0,Creature — Goblin Warrior,1,1,['R'],['R'],
Evil Eye of Orms-by-Gore,{4}{B},5.0,Creature — Eye,3,6,['B'],['B'],
Knight,,0.0,Token Creature — Knight,2,2,['B'],['B'],
Stinkweed Imp,{2}{B},3.0,Creature — Imp,1,2,['B'],['B'],
Lavinia of the Tenth,{3}{W}{U},5.0,Legendary Creature — Human Soldier,4,4,"['U', 'W']","['U', 'W']",
Defy Gravity,{U},1.0,Instant,,,['U'],['U'],
Mycosynth Golem,{11},11.0,Artifact Creature — Golem,4,5,[],[],
One Dozen Eyes,{5}{G},6.0,Sorcery,,,['G'],['G'],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Soul of Innistrad,{4}{B}{B},6.0,Creature — Avatar,6,6,['B'],['B'],
Elvish Archers,{1}{G},2.0,Creature — Elf Archer,2,1,['G'],['G'],
Gigantosaurus,{G}{G}{G}{G}{G},5.0,Creature — Dinosaur,10,10,['G'],['G'],
Command Tower,,0.0,Land,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Counterbalance,{U}{U},2.0,Enchantment,,,['U'],['U'],
Phantom Centaur,{2}{G}{G},4.0,Creature — Centaur Spirit,2,0,['G'],['G'],
"Domri, Anarch of Bolas",{1}{R}{G},3.0,Legendary Planeswalker — Domri,,,"['G', 'R']","['G', 'R']","['G', 'R']"
Breya's Apprentice,{2}{R},3.0,Artifact Creature — Human Artificer,2,3,['R'],['R'],
Prakhata Club Security,{3}{B},4.0,Creature — Aetherborn Warrior,3,4,['B'],['B'],
Stampede Rider,{2}{R},3.0,Creature — Satyr,2,3,['R'],['R'],
Armor of Thorns,{1}{G},2.0,Enchantment — Aura,,,['G'],['G'],
Kodama's Reach,{2}{G},3.0,Sorcery — Arcane,,,['G'],['G'],
Predator Ooze,{G}{G}{G},3.0,Creature — Ooze,1,1,['G'],['G'],
Sifter Wurm,{5}{G}{G},7.0,Creature — Wurm,7,7,['G'],['G'],
Battlegate Mimic,{1}{R/W},2.0,Creature — Shapeshifter,2,1,"['R', 'W']","['R', 'W']",
Soldier,,0.0,Token Creature — Soldier,1,1,['W'],['W'],
Trygon Predator,{1}{G}{U},3.0,Creature — Beast,2,3,"['G', 'U']","['G', 'U']",
Krosan Druid,{2}{G},3.0,Creature — Centaur Druid,2,3,['G'],['G'],
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Otepec Huntmaster,{1}{R},2.0,Creature — Human Shaman,1,2,['R'],['R'],
Force of Will,{3}{U}{U},5.0,Instant,,,['U'],['U'],
Kraken,,0.0,Token Creature — Kraken,8,8,['U'],['U'],
Primeval Titan,{4}{G}{G},6.0,Creature — Giant,6,6,['G'],['G'],
Profane Transfusion,{6}{B}{B}{B},9.0,Sorcery,,,['B'],['B'],
Tendrils of Corruption,{3}{B},4.0,Instant,,,['B'],['B'],
Fulgent Distraction,{2}{W},3.0,Instant,,,['W'],['W'],
Orbs of Warding,{5},5.0,Artifact,,,[],[],
Animal Magnetism,{4}{G},5.0,Sorcery,,,['G'],['G'],
Rakdos Signet,{2},2.0,Artifact,,,[],"['B', 'R']","['B', 'R']"
"Lolth, Spider Queen Emblem",,0.0,Emblem — Lolth,,,[],[],
Coffin Puppets,{3}{B}{B},5.0,Creature — Zombie,3,3,['B'],['B'],
Shivan Reef,,0.0,Land,,,[],"['R', 'U']","['C', 'R', 'U']"
Dauthi Mercenary,{2}{B},3.0,Creature — Dauthi Knight Mercenary,2,1,['B'],['B'],
Courser of Kruphix,{1}{G}{G},3.0,Enchantment Creature — Centaur,2,4,['G'],['G'],
Pyroblast,{R},1.0,Instant,,,['R'],['R'],
Elgaud Inquisitor,{3}{W},4.0,Creature — Human Cleric,2,2,['W'],['W'],
"Phylath, World Sculptor",{4}{R}{G},6.0,Legendary Creature — Elemental,5,5,"['G', 'R']","['G', 'R']",
Haze of Rage,{1}{R},2.0,Sorcery,,,['R'],['R'],
"Niv-Mizzet, Dracogenius",{2}{U}{U}{R}{R},6.0,Legendary Creature — Dragon Wizard,5,5,"['R', 'U']","['R', 'U']",
Forebear's Blade,{3},3.0,Artifact — Equipment,,,[],[],
Fiery Bombardment,{1}{R},2.0,Enchantment,,,['R'],['R'],
Puppeteer Clique,{3}{B}{B},5.0,Creature — Faerie Wizard,3,2,['B'],['B'],
Bramble Elemental,{3}{G}{G},5.0,Creature — Elemental,4,4,['G'],['G'],
Balloon Peddler,{2}{U},3.0,Creature — Human Spellshaper,2,2,['U'],['U'],
Subcontract,{B},1.0,Sorcery,,,['B'],['B'],
"Atraxa, Praetors' Voice",{G}{W}{U}{B},4.0,Legendary Creature — Phyrexian Angel Horror,4,4,"['B', 'G', 'U', 'W']","['B', 'G', 'U', 'W']",
Hydra Omnivore,{4}{G}{G},6.0,Creature — Hydra,8,8,['G'],['G'],
Saffi Eriksdotter,{G}{W},2.0,Legendary Creature — Human Scout,2,2,"['G', 'W']","['G', 'W']",
Craterhoof Behemoth,{5}{G}{G}{G},8.0,Creature — Beast,5,5,['G'],['G'],
Radiant Purge,{1}{W},2.0,Instant,,,['W'],['W'],
Brainspoil,{3}{B}{B},5.0,Sorcery,,,['B'],['B'],
Patron of the Moon,{5}{U}{U},7.0,Legendary Creature — Spirit,5,4,['U'],['U'],
Gruul Turf,,0.0,Land,,,[],"['G', 'R']","['G', 'R']"
Graven Cairns,,0.0,Land,,,[],"['B', 'R']","['B', 'C', 'R']"
Scragnoth,{4}{G},5.0,Creature — Beast,3,4,['G'],['G'],
Fyndhorn Elves,{G},1.0,Creature — Elf Druid,1,1,['G'],['G'],['G']
El-Hajjâj,{1}{B}{B},3.0,Creature — Human Wizard,1,1,['B'],['B'],
Somnophore,{2}{U}{U},4.0,Creature — Illusion,2,2,['U'],['U'],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Down // Dirty,{3}{B} // {2}{G},7.0,Sorcery // Sorcery,,,"['B', 'G']","['B', 'G']",
Exert Influence,{4}{U},5.0,Sorcery,,,['U'],['U'],
"Ishai, Ojutai Dragonspeaker",{2}{W}{U},4.0,Legendary Creature — Bird Monk,1,1,"['U', 'W']","['U', 'W']",
Quicksmith Rebel,{3}{R},4.0,Creature — Human Artificer,3,2,['R'],['R'],
Mardu Charm,{R}{W}{B},3.0,Instant,,,"['B', 'R', 'W']","['B', 'R', 'W']",
Serra Angel,{3}{W}{W},5.0,Creature — Angel,4,4,['W'],['W'],
Dwarven Catapult,{X}{R},1.0,Instant,,,['R'],['R'],
Ainok Guide,{1}{G},2.0,Creature — Dog Scout,1,1,['G'],['G'],
Flood of Tears,{4}{U}{U},6.0,Sorcery,,,['U'],['U'],
Chillbringer,{4}{U},5.0,Creature — Elemental,3,3,['U'],['U'],
Serpent Warrior,{2}{B},3.0,Creature — Snake Warrior,3,3,['B'],['B'],
"Zariel, Archduke of Avernus Emblem",,0.0,Emblem — Zariel,,,[],[],
Hell's Thunder,{1}{R}{R},3.0,Creature — Elemental,4,4,['R'],['R'],
Opt,{U},1.0,Instant,,,['U'],['U'],
"Marisi, Breaker of the Coil",{1}{R}{G}{W},4.0,Legendary Creature — Cat Warrior,5,4,"['G', 'R', 'W']","['G', 'R', 'W']",
Time Vault,{2},2.0,Artifact,,,[],[],
Sunbaked Canyon,,0.0,Land,,,[],"['R', 'W']","['R', 'W']"
Blizzard,{G}{G},2.0,Enchantment,,,['G'],['G'],
Gustcloak Cavalier,{3}{W}{W},5.0,Creature — Human Knight,2,2,['W'],['W'],
Wave-Wing Elemental,{5}{U},6.0,Creature — Elemental,3,4,['U'],['U'],
Kodama's Reach,{2}{G},3.0,Sorcery — Arcane,,,['G'],['G'],
Veteran of the Depths,{3}{W},4.0,Creature — Merfolk Soldier,2,2,['W'],['W'],
Akroma's Blessing,{2}{W},3.0,Instant,,,['W'],['W'],
Savage Beating,{3}{R}{R},5.0,Instant,,,['R'],['R'],
Seahunter,{2}{U}{U},4.0,Creature — Human Mercenary,2,2,['U'],['U'],
Stenchskipper,{3}{B},4.0,Creature — Elemental,6,5,['B'],['B'],
Nightmare,{5}{B},6.0,Creature — Nightmare Horse,*,*,['B'],['B'],
Blood Poet,{2}{B},3.0,Creature — Vampire Cleric,3,2,['B'],['B'],
Sidewinder Naga,{2}{G},3.0,Creature — Naga Warrior,3,2,['G'],['G'],
Vigilant Sentry,{1}{W}{W},3.0,Creature — Human Nomad,2,2,['W'],['W'],
Stonehorn Dignitary,{3}{W},4.0,Creature — Rhino Soldier,1,4,['W'],['W'],
Platinum Angel,{7},7.0,Artifact Creature — Angel,4,4,[],[],
Inventors' Fair,,0.0,Legendary Land,,,[],[],['C']
Spined Karok,{2}{G},3.0,Creature — Crocodile,2,4,['G'],['G'],
Rampant Growth,{1}{G},2.0,Sorcery,,,['G'],['G'],
Future Sight,{2}{U}{U}{U},5.0,Enchantment,,,['U'],['U'],
Psionic Blast,{2}{U},3.0,Instant,,,['U'],['U'],
"Yahenni, Undying Partisan",{2}{B},3.0,Legendary Creature — Aetherborn Vampire,2,2,['B'],['B'],
Tromp the Domains,{5}{G},6.0,Sorcery,,,['G'],['G'],
Peace of Mind,{1}{W},2.0,Enchantment,,,['W'],['W'],
Arcane Signet,{2},2.0,Artifact,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Twilight Drover,{2}{W},3.0,Creature — Spirit,1,1,['W'],['W'],
Long Rest,{X}{G}{G}{G},3.0,Sorcery,,,['G'],['G'],
War Mammoth,{3}{G},4.0,Creature — Elephant,3,3,['G'],['G'],
Oakhame Ranger // Bring Back,{G/W}{G/W}{G/W}{G/W} // {G/W}{G/W}{G/W}{G/W},4.0,Creature — Elf Knight Ranger // Sorcery — Adventure,2,2,"['G', 'W']","['G', 'W']",
Disenchant,{1}{W},2.0,Instant,,,['W'],['W'],
Happily Ever After,{2}{W},3.0,Enchantment,,,['W'],['W'],
Teferi's Ageless Insight,{2}{U}{U},4.0,Legendary Enchantment,,,['U'],['U'],
Archon of Cruelty,{6}{B}{B},8.0,Creature — Archon,6,6,['B'],['B'],
Magister of Worth,{4}{W}{B},6.0,Creature — Angel,4,4,"['B', 'W']","['B', 'W']",
Thrull Parasite,{B},1.0,Creature — Thrull,1,1,['B'],['B'],
Skyhunter Skirmisher,{1}{W}{W},3.0,Creature — Cat Knight,1,1,['W'],['W'],
Eldrazi Conscription,{8},8.0,Tribal Enchantment — Eldrazi Aura,,,[],[],
Walking Archive,{3},3.0,Artifact Creature — Golem,1,1,[],"['U', 'W']",
Ulamog's Crusher,{8},8.0,Creature — Eldrazi,8,8,[],[],
Alpine Watchdog,{1}{W},2.0,Creature — Dog,2,2,['W'],['W'],
Pillar of Flame,{R},1.0,Sorcery,,,['R'],['R'],
Falkenrath Aristocrat,{2}{B}{R},4.0,Creature — Vampire Noble,4,1,"['B', 'R']","['B', 'R']",
Arcbound Stinger,{2},2.0,Artifact Creature — Insect,0,0,[],[],
Weldfast Engineer,{1}{B}{R},3.0,Creature — Human Artificer,3,3,"['B', 'R']","['B', 'R']",
Bottle Gnomes,{3},3.0,Artifact Creature — Gnome,1,3,[],[],
Terravore,{1}{G}{G},3.0,Creature — Lhurgoyf,*,*,['G'],['G'],
Rishadan Dockhand,{U},1.0,Creature — Merfolk,1,2,['U'],['U'],
Greed,{3}{B},4.0,Enchantment,,,['B'],['B'],
Walking Desecration,{2}{B},3.0,Creature — Zombie,1,1,['B'],['B'],
Ground Pounder,{1}{G},2.0,Creature — Goblin Warrior,2,2,['G'],['G'],
Sage Owl,{1}{U},2.0,Creature — Bird,1,1,['U'],['U'],
Arcane Teachings,{2}{R},3.0,Enchantment — Aura,,,['R'],['R'],
Primal Rage,{1}{G},2.0,Enchantment,,,['G'],['G'],
Quill-Slinger Boggart,{3}{B},4.0,Creature — Goblin Warrior,3,2,['B'],['B'],
Nim Shrieker,{3}{B},4.0,Creature — Zombie,0,1,['B'],['B'],
Plague Beetle,{B},1.0,Creature — Insect,1,1,['B'],['B'],
Double Vision,{3}{R}{R},5.0,Enchantment,,,['R'],['R'],
Balduvian Hydra,{X}{R}{R},2.0,Creature — Hydra,0,1,['R'],['R'],
Booster Tutor,{B},1.0,Instant,,,['B'],['B'],
Market Festival,{3}{G},4.0,Enchantment — Aura,,,['G'],['G'],"['B', 'G', 'R', 'U', 'W']"
Lagonna-Band Storyteller,{3}{W},4.0,Creature — Centaur Advisor,3,4,['W'],['W'],
Elven Lyre,{2},2.0,Artifact,,,[],[],
Revive,{1}{G},2.0,Sorcery,,,['G'],['G'],
Infiltrator il-Kor,{4}{U},5.0,Creature — Kor Rogue,3,1,['U'],['U'],
Luminous Angel,{4}{W}{W}{W},7.0,Creature — Angel,4,4,['W'],['W'],
Clockwork Servant,{3},3.0,Artifact Creature — Gnome,2,3,[],[],
Diabolic Machine,{7},7.0,Artifact Creature — Construct,4,4,[],[],
Momentary Blink,{1}{W},2.0,Instant,,,['W'],"['U', 'W']",
Eye of Ugin,,0.0,Legendary Land,,,[],[],
Pestilent Cauldron // Restorative Burst,,3.0,Artifact // Sorcery,,,,"['B', 'G']",
Sphinx of Uthuun,{5}{U}{U},7.0,Creature — Sphinx,5,6,['U'],['U'],
Might of the Masses,{G},1.0,Instant,,,['G'],['G'],
Rise of Eagles,{4}{U}{U},6.0,Sorcery,,,['U'],['U'],
Bloodrage Brawler,{1}{R},2.0,Creature — Minotaur Warrior,4,3,['R'],['R'],
Crypt Incursion,{2}{B},3.0,Instant,,,['B'],['B'],
Trove Tracker,{2}{U},3.0,Creature — Human Pirate,2,2,['U'],['U'],
Swallow Whole,{W},1.0,Sorcery,,,['W'],['W'],
Earl of Squirrel,{4}{G}{G},6.0,Creature — Squirrel Noble Advisor,4,4,['G'],['G'],
Kudzu,{1}{G}{G},3.0,Enchantment — Aura,,,['G'],['G'],
Eidolon of Rhetoric,{2}{W},3.0,Enchantment Creature — Spirit,1,4,['W'],['W'],
Restore Balance,,0.0,Sorcery,,,['W'],['W'],
Gilded Lotus,{5},5.0,Artifact,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Essence Extraction,{1}{B}{B},3.0,Instant,,,['B'],['B'],
Eldrazi Mimic,{2},2.0,Creature — Eldrazi,2,1,[],[],
Bristling Boar,{3}{G},4.0,Creature — Boar,4,3,['G'],['G'],
Battle Screech,{2}{W}{W},4.0,Sorcery,,,['W'],['W'],
Fishliver Oil,{1}{U},2.0,Enchantment — Aura,,,['U'],['U'],
Holy Light,{2}{W},3.0,Instant,,,['W'],['W'],
Vigor,{3}{G}{G}{G},6.0,Creature — Elemental Incarnation,6,6,['G'],['G'],
Mind Maggots,{3}{B},4.0,Creature — Insect,2,2,['B'],['B'],
Plumes of Peace,{1}{W}{U},3.0,Enchantment — Aura,,,"['U', 'W']","['U', 'W']",
"Linvala, Keeper of Silence",{2}{W}{W},4.0,Legendary Creature — Angel,3,4,['W'],['W'],
Beast,,0.0,Token Creature — Beast,3,3,['G'],['G'],
Uktabi Faerie,{1}{G},2.0,Creature — Faerie,1,1,['G'],['G'],
Elvish Warrior,{G}{G},2.0,Creature — Elf Warrior,2,3,['G'],['G'],
Sunscorch Regent,{3}{W}{W},5.0,Creature — Dragon,4,3,['W'],['W'],
Double Major,{G}{U},2.0,Instant,,,"['G', 'U']","['G', 'U']",
"Nicol Bolas, God-Pharaoh",{4}{U}{B}{R},7.0,Legendary Planeswalker — Bolas,,,"['B', 'R', 'U']","['B', 'R', 'U']",
Ivory Tower,{1},1.0,Artifact,,,[],[],
Return to Nature,{1}{G},2.0,Instant,,,['G'],['G'],
